#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN3242_c0_g1_i4:123-512   -            130 642552at33208        -            130   4.7e-29   96.4   0.0   1   1   6.5e-31   5.8e-29   96.1   0.0    28   108    35   111    24   128 0.83 -
TRINITY_DN3242_c0_g1_i2:217-510   -             98 642552at33208        -            130   5.8e-29   96.1   0.0   1   1   6.6e-31   5.8e-29   96.1   0.0    39   108    12    79     1    97 0.87 -
TRINITY_DN3242_c0_g1_i3:212-505   -             98 642552at33208        -            130   5.8e-29   96.1   0.0   1   1   6.6e-31   5.8e-29   96.1   0.0    39   108    12    79     1    97 0.87 -
TRINITY_DN2345_c0_g1_i1:108-365   -             86 642552at33208        -            130   7.1e-17   57.0   0.0   1   1   8.5e-19   7.6e-17   56.9   0.0    43   104    14    74     1    83 0.85 -
TRINITY_DN2345_c0_g2_i1:246-503   -             86 642552at33208        -            130   7.1e-17   57.0   0.0   1   1   8.5e-19   7.6e-17   56.9   0.0    43   104    14    74     1    83 0.85 -
TRINITY_DN176984_c0_g1_i1:132-401 -             90 642552at33208        -            130   1.2e-15   53.1   0.0   1   1   1.4e-17   1.3e-15   53.0   0.0    38   104    25    90     9    90 0.91 -
TRINITY_DN18932_c0_g1_i1:129-407  -             93 642552at33208        -            130   2.8e-14   48.6   0.1   1   1   3.4e-16     3e-14   48.5   0.1    40   103    23    89     3    93 0.84 -
TRINITY_DN3242_c0_g1_i1:53-378    -            105 642552at33208        -            130   1.2e-09   33.6   0.5   1   2    0.0011     0.098    8.0   0.1    28    51    35    56    24    58 0.64 -
TRINITY_DN3242_c0_g1_i1:53-378    -            105 642552at33208        -            130   1.2e-09   33.6   0.5   2   2   9.6e-10   8.6e-08   27.6   0.0    75   108    54    86    53   104 0.86 -
TRINITY_DN154048_c0_g1_i1:75-284  -             70 642552at33208        -            130   4.7e-09   31.7   0.0   1   1   5.7e-11   5.1e-09   31.6   0.0    40   103     8    70     2    70 0.81 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/642552at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/rerun_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/rerun_results/642552at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/642552at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/rerun_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 10:16:08 2021
# [ok]
