#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN2575_c0_g1_i7:292-1623  -            444 130256at33208        -            570  4.9e-145  479.7  29.2   1   2   8.2e-13   7.3e-11   36.8   8.2   261   315     1    68     1    80 0.75 -
TRINITY_DN2575_c0_g1_i7:292-1623  -            444 130256at33208        -            570  4.9e-145  479.7  29.2   2   2  2.2e-136    2e-134  444.7  15.3   296   569   118   425    67   426 0.88 -
TRINITY_DN2575_c0_g1_i4:292-1527  -            412 130256at33208        -            570  1.8e-138  458.1  24.6   1   2   1.3e-06   0.00011   16.4   3.0   281   312     2    36     1    47 0.66 -
TRINITY_DN2575_c0_g1_i4:292-1527  -            412 130256at33208        -            570  1.8e-138  458.1  24.6   2   2  1.3e-135  1.2e-133  442.2  18.4   296   569    86   393    31   394 0.87 -
TRINITY_DN2575_c0_g1_i2:313-1374  -            354 130256at33208        -            570  3.7e-136  450.4  11.8   1   1  6.3e-138  5.6e-136  449.8  10.5   297   569    36   342    32   343 0.90 -
TRINITY_DN1801_c0_g1_i1:89-1348   -            420 130256at33208        -            570   5.7e-76  251.7  23.1   1   2   8.6e-57   7.7e-55  182.0  10.9     1   259     7   331     7   333 0.77 -
TRINITY_DN1801_c0_g1_i1:89-1348   -            420 130256at33208        -            570   5.7e-76  251.7  23.1   2   2   6.4e-21   5.7e-19   63.5   5.3   236   300   332   409   317   420 0.77 -
TRINITY_DN1801_c0_g1_i2:89-1348   -            420 130256at33208        -            570   6.1e-76  251.6  23.3   1   2   8.7e-57   7.7e-55  182.0  10.9     1   259     7   331     7   333 0.77 -
TRINITY_DN1801_c0_g1_i2:89-1348   -            420 130256at33208        -            570   6.1e-76  251.6  23.3   2   2   6.9e-21   6.1e-19   63.4   5.5   236   300   332   409   317   420 0.77 -
TRINITY_DN1801_c0_g1_i3:269-1114  -            282 130256at33208        -            570   2.1e-53  177.2   6.7   1   2   4.6e-35   4.1e-33  110.3   0.0   103   259     2   190     1   193 0.81 -
TRINITY_DN1801_c0_g1_i3:269-1114  -            282 130256at33208        -            570   2.1e-53  177.2   6.7   2   2   6.9e-21   6.2e-19   63.4   7.4   236   302   191   270   176   282 0.74 -
TRINITY_DN5501_c0_g1_i1:2359-3156 -            266 130256at33208        -            570   2.3e-23   78.1   0.1   1   1   3.2e-25   2.9e-23   77.7   0.1   363   555    34   253    11   265 0.80 -
TRINITY_DN5501_c0_g1_i2:605-1402  -            266 130256at33208        -            570   2.3e-23   78.1   0.1   1   1   3.2e-25   2.9e-23   77.7   0.1   363   555    34   253    11   265 0.80 -
TRINITY_DN5501_c0_g1_i4:2491-3288 -            266 130256at33208        -            570   2.3e-23   78.1   0.1   1   1   3.2e-25   2.9e-23   77.7   0.1   363   555    34   253    11   265 0.80 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/130256at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/rerun_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/rerun_results/130256at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/130256at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/rerun_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 10:16:08 2021
# [ok]
