#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN1655_c0_g1_i3:27-473   -            149 578354at33208        -            128   2.1e-62  208.2  13.4   1   1   8.4e-65   8.5e-62  206.2  13.4     1   128     6   149     6   149 0.92 -
TRINITY_DN192610_c0_g1_i1:26-472 -            149 578354at33208        -            128   7.4e-61  203.1  10.9   1   1   1.6e-63   1.7e-60  202.0  10.9     1   128     7   149     7   149 0.91 -
TRINITY_DN20954_c1_g2_i1:0-275   -             92 578354at33208        -            128   5.3e-33  113.1   0.7   1   1   3.2e-35   3.3e-32  110.5   0.7    43   118     1    92     1    92 0.88 -
TRINITY_DN171730_c0_g1_i1:0-209  -             70 578354at33208        -            128   3.5e-24   84.5   2.6   1   1   2.7e-26   2.8e-23   81.7   2.6    63   121     1    70     1    70 0.84 -
TRINITY_DN1655_c0_g1_i1:0-170    -             57 578354at33208        -            128   1.4e-23   82.6   0.3   1   1   1.5e-26   1.6e-23   82.5   0.3    78   128     6    57     2    57 0.94 -
TRINITY_DN1655_c0_g1_i2:104-238  -             45 578354at33208        -            128   4.1e-21   74.6   0.2   1   1   4.2e-24   4.2e-21   74.6   0.2    85   128     2    45     1    45 0.97 -
TRINITY_DN8656_c0_g2_i4:29-163   -             45 578354at33208        -            128   4.1e-21   74.6   0.2   1   1   4.2e-24   4.2e-21   74.6   0.2    85   128     2    45     1    45 0.97 -
TRINITY_DN8656_c0_g2_i7:29-163   -             45 578354at33208        -            128   4.1e-21   74.6   0.2   1   1   4.2e-24   4.2e-21   74.6   0.2    85   128     2    45     1    45 0.97 -
TRINITY_DN8656_c0_g2_i8:29-163   -             45 578354at33208        -            128   4.1e-21   74.6   0.2   1   1   4.2e-24   4.2e-21   74.6   0.2    85   128     2    45     1    45 0.97 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/578354at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/initial_run_results/578354at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/578354at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 09:04:12 2021
# [ok]
