#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN5666_c0_g1_i2:82-1488     -            469 495100at33208        -            231  1.6e-117  389.7   0.1   1   1  2.7e-119  2.6e-117  389.0   0.1    13   230   113   336   108   337 0.97 -
TRINITY_DN5666_c0_g1_i3:82-1488     -            469 495100at33208        -            231  1.6e-117  389.7   0.1   1   1  2.7e-119  2.6e-117  389.0   0.1    13   230   113   336   108   337 0.97 -
TRINITY_DN5666_c0_g1_i6:82-1488     -            469 495100at33208        -            231  1.6e-117  389.7   0.1   1   1  2.7e-119  2.6e-117  389.0   0.1    13   230   113   336   108   337 0.97 -
TRINITY_DN5666_c0_g1_i4:590-1357    -            256 495100at33208        -            231   2.5e-55  186.2   0.1   1   1   3.7e-57   3.6e-55  185.7   0.1   116   230     5   123     1   124 0.94 -
TRINITY_DN36809_c0_g1_i1:68-1369    -            434 495100at33208        -            231     6e-20   70.5   0.0   1   1   1.1e-21     1e-19   69.7   0.0    68   221   159   300   155   306 0.88 -
TRINITY_DN36809_c0_g1_i3:68-1369    -            434 495100at33208        -            231     6e-20   70.5   0.0   1   1   1.1e-21     1e-19   69.7   0.0    68   221   159   300   155   306 0.88 -
TRINITY_DN921_c0_g1_i1:480-1160     -            227 495100at33208        -            231   1.5e-18   65.8   0.0   1   1   2.6e-20   2.5e-18   65.2   0.0    68   224     2   150     1   156 0.84 -
TRINITY_DN419_c0_g1_i1:1595-2080    -            162 495100at33208        -            231   6.2e-18   63.9   0.0   1   1   1.2e-19   1.2e-17   63.0   0.0    67   226     9   159     5   161 0.87 -
TRINITY_DN18394_c0_g1_i22:2224-2763 -            180 495100at33208        -            231   2.3e-17   62.0   0.0   1   1   4.3e-19   4.2e-17   61.2   0.0    67   226    10   160     5   165 0.86 -
TRINITY_DN18394_c0_g1_i14:1689-2300 -            204 495100at33208        -            231   5.9e-17   60.7   0.0   1   1   1.1e-18     1e-16   59.9   0.0    66   222    52   199    42   204 0.86 -
TRINITY_DN18394_c0_g1_i1:1984-2595  -            204 495100at33208        -            231   5.9e-17   60.7   0.0   1   1   1.1e-18     1e-16   59.9   0.0    66   222    52   199    42   204 0.86 -
TRINITY_DN18394_c0_g1_i21:1633-2244 -            204 495100at33208        -            231   5.9e-17   60.7   0.0   1   1   1.1e-18     1e-16   59.9   0.0    66   222    52   199    42   204 0.86 -
TRINITY_DN18394_c0_g1_i4:1804-2415  -            204 495100at33208        -            231   5.9e-17   60.7   0.0   1   1   1.1e-18     1e-16   59.9   0.0    66   222    52   199    42   204 0.86 -
TRINITY_DN7238_c0_g1_i1:746-1510    -            255 495100at33208        -            231   9.3e-17   60.0   0.0   1   1   1.6e-18   1.5e-16   59.3   0.0    49   223    47   220    34   228 0.84 -
TRINITY_DN7238_c0_g1_i4:596-1360    -            255 495100at33208        -            231   9.3e-17   60.0   0.0   1   1   1.6e-18   1.5e-16   59.3   0.0    49   223    47   220    34   228 0.84 -
TRINITY_DN860_c0_g1_i1:666-1334     -            223 495100at33208        -            231     3e-16   58.4   0.0   1   1   5.4e-18   5.1e-16   57.6   0.0    69   215    83   218    77   223 0.89 -
TRINITY_DN860_c0_g1_i9:666-1334     -            223 495100at33208        -            231     3e-16   58.4   0.0   1   1   5.4e-18   5.1e-16   57.6   0.0    69   215    83   218    77   223 0.89 -
TRINITY_DN2760_c0_g1_i4:373-999     -            209 495100at33208        -            231   7.6e-16   57.0   0.0   1   2   2.1e-17     2e-15   55.6   0.0    59   227    18   174     4   179 0.86 -
TRINITY_DN2760_c0_g1_i4:373-999     -            209 495100at33208        -            231   7.6e-16   57.0   0.0   2   2       9.6   9.2e+02   -2.1   0.0   142   166   180   204   172   206 0.72 -
TRINITY_DN2760_c0_g1_i7:373-999     -            209 495100at33208        -            231   7.6e-16   57.0   0.0   1   2   2.1e-17     2e-15   55.6   0.0    59   227    18   174     4   179 0.86 -
TRINITY_DN2760_c0_g1_i7:373-999     -            209 495100at33208        -            231   7.6e-16   57.0   0.0   2   2       9.6   9.2e+02   -2.1   0.0   142   166   180   204   172   206 0.72 -
TRINITY_DN5725_c0_g1_i11:966-1682   -            239 495100at33208        -            231   2.3e-15   55.4   0.0   1   1   4.9e-17   4.7e-15   54.4   0.0    66   223    35   185    26   189 0.84 -
TRINITY_DN5725_c0_g1_i2:966-1682    -            239 495100at33208        -            231   2.3e-15   55.4   0.0   1   1   4.9e-17   4.7e-15   54.4   0.0    66   223    35   185    26   189 0.84 -
TRINITY_DN5725_c0_g1_i5:966-1682    -            239 495100at33208        -            231   2.3e-15   55.4   0.0   1   1   4.9e-17   4.7e-15   54.4   0.0    66   223    35   185    26   189 0.84 -
TRINITY_DN5725_c0_g1_i9:966-1682    -            239 495100at33208        -            231   2.3e-15   55.4   0.0   1   1   4.9e-17   4.7e-15   54.4   0.0    66   223    35   185    26   189 0.84 -
