#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN1850_c1_g1_i6:94-2214  -            707 227979at33208        -            609  1.2e-280  931.4   9.1   1   1    2e-283  1.4e-280  931.1   9.1     1   600     1   656     1   665 0.96 -
TRINITY_DN1850_c1_g1_i3:102-398  -             99 227979at33208        -            609     9e-15   53.3   0.9   1   2   1.3e-17     9e-15   53.3   0.9   555   603     1    51     1    58 0.83 -
TRINITY_DN1850_c1_g1_i3:102-398  -             99 227979at33208        -            609     9e-15   53.3   0.9   2   2       1.1     8e+02   -2.7   0.0   244   269    67    91    62    95 0.59 -
TRINITY_DN1850_c1_g1_i4:0-296    -             99 227979at33208        -            609     9e-15   53.3   0.9   1   2   1.3e-17     9e-15   53.3   0.9   555   603     1    51     1    58 0.83 -
TRINITY_DN1850_c1_g1_i4:0-296    -             99 227979at33208        -            609     9e-15   53.3   0.9   2   2       1.1     8e+02   -2.7   0.0   244   269    67    91    62    95 0.59 -
TRINITY_DN3048_c0_g1_i1:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   1   9      0.38   2.7e+02   -1.2   0.1   374   419   209   256   197   292 0.79 -
TRINITY_DN3048_c0_g1_i1:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   2   9      0.43     3e+02   -1.3   0.0   346   419   275   348   249   372 0.84 -
TRINITY_DN3048_c0_g1_i1:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   3   9   1.2e-07   8.7e-05   20.3   0.0    14   118  1384  1486  1371  1522 0.86 -
TRINITY_DN3048_c0_g1_i1:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   4   9       0.1        73    0.7   0.0   339   426  1628  1715  1574  1727 0.80 -
TRINITY_DN3048_c0_g1_i1:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   5   9     0.074        52    1.2   0.0    52   108  1738  1794  1720  1809 0.85 -
TRINITY_DN3048_c0_g1_i1:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   6   9      0.01       7.2    4.0   0.0    15   120  1932  2033  1920  2058 0.79 -
TRINITY_DN3048_c0_g1_i1:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   7   9     0.033        23    2.4   0.0    44   120  2145  2220  2110  2228 0.83 -
TRINITY_DN3048_c0_g1_i1:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   8   9      0.23   1.6e+02   -0.4   0.0   362   455  2377  2474  2322  2507 0.83 -
TRINITY_DN3048_c0_g1_i1:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   9   9      0.66   4.7e+02   -1.9   0.3   338   398  2560  2621  2529  2636 0.53 -
TRINITY_DN3048_c0_g1_i3:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   1   9      0.38   2.7e+02   -1.2   0.1   374   419   209   256   197   292 0.79 -
TRINITY_DN3048_c0_g1_i3:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   2   9      0.43     3e+02   -1.3   0.0   346   419   275   348   249   372 0.84 -
TRINITY_DN3048_c0_g1_i3:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   3   9   1.2e-07   8.7e-05   20.3   0.0    14   118  1384  1486  1371  1522 0.86 -
TRINITY_DN3048_c0_g1_i3:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   4   9       0.1        73    0.7   0.0   339   426  1628  1715  1574  1727 0.80 -
TRINITY_DN3048_c0_g1_i3:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   5   9     0.074        52    1.2   0.0    52   108  1738  1794  1720  1809 0.85 -
TRINITY_DN3048_c0_g1_i3:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   6   9      0.01       7.2    4.0   0.0    15   120  1932  2033  1920  2058 0.79 -
TRINITY_DN3048_c0_g1_i3:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   7   9     0.033        23    2.4   0.0    44   120  2145  2220  2110  2228 0.83 -
TRINITY_DN3048_c0_g1_i3:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   8   9      0.23   1.6e+02   -0.4   0.0   362   455  2377  2474  2322  2507 0.83 -
TRINITY_DN3048_c0_g1_i3:515-8470 -           2652 227979at33208        -            609   1.3e-11   42.8   0.4   9   9      0.66   4.7e+02   -1.9   0.3   338   398  2560  2621  2529  2636 0.53 -
TRINITY_DN2837_c0_g1_i3:913-3963 -           1017 227979at33208        -            609   1.2e-05   23.1   0.2   1   3    0.0067       4.7    4.7   0.0   267   425   373   541   327   549 0.73 -
TRINITY_DN2837_c0_g1_i3:913-3963 -           1017 227979at33208        -            609   1.2e-05   23.1   0.2   2   3   3.5e-05     0.025   12.2   0.0    10   115   564   668   558   679 0.87 -
TRINITY_DN2837_c0_g1_i3:913-3963 -           1017 227979at33208        -            609   1.2e-05   23.1   0.2   3   3     0.042        30    2.0   0.0   359   427   720   791   707   832 0.78 -
TRINITY_DN2837_c0_g1_i1:912-4607 -           1232 227979at33208        -            609   2.7e-05   22.0   0.2   1   3    0.0089       6.3    4.2   0.0   267   425   588   756   542   764 0.73 -
TRINITY_DN2837_c0_g1_i1:912-4607 -           1232 227979at33208        -            609   2.7e-05   22.0   0.2   2   3   4.5e-05     0.032   11.8   0.0    10   115   779   883   773   894 0.87 -
TRINITY_DN2837_c0_g1_i1:912-4607 -           1232 227979at33208        -            609   2.7e-05   22.0   0.2   3   3     0.053        38    1.7   0.0   359   426   935  1005   922  1047 0.78 -
TRINITY_DN2837_c0_g1_i2:912-4652 -           1247 227979at33208        -            609   2.8e-05   21.9   0.2   1   3    0.0091       6.4    4.2   0.0   267   425   603   771   557   779 0.73 -
TRINITY_DN2837_c0_g1_i2:912-4652 -           1247 227979at33208        -            609   2.8e-05   21.9   0.2   2   3   4.5e-05     0.032   11.8   0.0    10   115   794   898   788   909 0.87 -
