#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN3939_c0_g1_i3:193-1092   -            300 378768at33208        -            261  1.6e-143  476.0   9.3   1   1  6.6e-144  8.5e-142  470.3   9.3     1   261     3   298     3   298 0.90 -
TRINITY_DN3939_c0_g1_i4:67-966     -            300 378768at33208        -            261  1.6e-143  476.0   9.3   1   1  6.6e-144  8.5e-142  470.3   9.3     1   261     3   298     3   298 0.90 -
TRINITY_DN2002_c0_g1_i10:204-812   -            203 378768at33208        -            261   3.4e-14   52.1   0.4   1   2   5.3e-12   6.7e-10   38.0   0.1     3   131     2   127     1   139 0.91 -
TRINITY_DN2002_c0_g1_i10:204-812   -            203 378768at33208        -            261   3.4e-14   52.1   0.4   2   2   0.00031     0.039   12.6   0.0   134   173   154   193   146   202 0.84 -
TRINITY_DN2002_c0_g1_i1:204-812    -            203 378768at33208        -            261   3.4e-14   52.1   0.4   1   2   5.3e-12   6.7e-10   38.0   0.1     3   131     2   127     1   139 0.91 -
TRINITY_DN2002_c0_g1_i1:204-812    -            203 378768at33208        -            261   3.4e-14   52.1   0.4   2   2   0.00031     0.039   12.6   0.0   134   173   154   193   146   202 0.84 -
TRINITY_DN2002_c0_g1_i2:204-812    -            203 378768at33208        -            261   3.4e-14   52.1   0.4   1   2   5.3e-12   6.7e-10   38.0   0.1     3   131     2   127     1   139 0.91 -
TRINITY_DN2002_c0_g1_i2:204-812    -            203 378768at33208        -            261   3.4e-14   52.1   0.4   2   2   0.00031     0.039   12.6   0.0   134   173   154   193   146   202 0.84 -
TRINITY_DN2002_c0_g1_i3:204-812    -            203 378768at33208        -            261   3.4e-14   52.1   0.4   1   2   5.3e-12   6.7e-10   38.0   0.1     3   131     2   127     1   139 0.91 -
TRINITY_DN2002_c0_g1_i3:204-812    -            203 378768at33208        -            261   3.4e-14   52.1   0.4   2   2   0.00031     0.039   12.6   0.0   134   173   154   193   146   202 0.84 -
TRINITY_DN2002_c0_g1_i5:204-812    -            203 378768at33208        -            261   3.4e-14   52.1   0.4   1   2   5.3e-12   6.7e-10   38.0   0.1     3   131     2   127     1   139 0.91 -
TRINITY_DN2002_c0_g1_i5:204-812    -            203 378768at33208        -            261   3.4e-14   52.1   0.4   2   2   0.00031     0.039   12.6   0.0   134   173   154   193   146   202 0.84 -
TRINITY_DN14359_c0_g1_i2:850-1335  -            162 378768at33208        -            261   9.9e-06   24.3   0.3   1   1   8.9e-08   1.1e-05   24.2   0.3     4   134     1   124     1   145 0.84 -
TRINITY_DN14359_c0_g1_i6:857-1342  -            162 378768at33208        -            261   9.9e-06   24.3   0.3   1   1   8.9e-08   1.1e-05   24.2   0.3     4   134     1   124     1   145 0.84 -
TRINITY_DN14359_c0_g1_i8:857-1342  -            162 378768at33208        -            261   9.9e-06   24.3   0.3   1   1   8.9e-08   1.1e-05   24.2   0.3     4   134     1   124     1   145 0.84 -
TRINITY_DN97085_c0_g1_i1:112-702   -            197 378768at33208        -            261   5.5e-05   21.9   0.0   1   1   4.9e-07   6.3e-05   21.7   0.0     4   172    10   171     7   194 0.78 -
TRINITY_DN6971_c0_g1_i1:2085-2639  -            185 378768at33208        -            261   9.2e-05   21.2   0.0   1   1   8.5e-07   0.00011   20.9   0.0     4    92     1    85     1   132 0.76 -
TRINITY_DN6971_c0_g1_i4:2086-2640  -            185 378768at33208        -            261   9.2e-05   21.2   0.0   1   1   8.5e-07   0.00011   20.9   0.0     4    92     1    85     1   132 0.76 -
TRINITY_DN1634_c0_g1_i11:1917-2393 -            159 378768at33208        -            261   0.00019   20.2   0.0   1   1   1.6e-06    0.0002   20.0   0.0     4    92     5    83     2   145 0.80 -
TRINITY_DN1634_c0_g1_i12:1918-2394 -            159 378768at33208        -            261   0.00019   20.2   0.0   1   1   1.6e-06    0.0002   20.0   0.0     4    92     5    83     2   145 0.80 -
TRINITY_DN1634_c0_g1_i13:432-908   -            159 378768at33208        -            261   0.00019   20.2   0.0   1   1   1.6e-06    0.0002   20.0   0.0     4    92     5    83     2   145 0.80 -
TRINITY_DN1634_c0_g1_i15:1930-2406 -            159 378768at33208        -            261   0.00019   20.2   0.0   1   1   1.6e-06    0.0002   20.0   0.0     4    92     5    83     2   145 0.80 -
TRINITY_DN9652_c0_g1_i1:569-1102   -            178 378768at33208        -            261   0.00043   19.0   0.1   1   1   4.5e-06   0.00057   18.6   0.1     4    66     7    69     5   114 0.81 -
TRINITY_DN29937_c0_g1_i1:311-910   -            200 378768at33208        -            261   0.00049   18.8   0.0   1   1   5.1e-06   0.00066   18.4   0.0     4    94     9    94     6   133 0.73 -
TRINITY_DN2433_c0_g1_i3:1722-2246  -            175 378768at33208        -            261   0.00057   18.6   0.0   1   1   5.3e-06   0.00067   18.3   0.0     4   102     5    98     2   137 0.69 -
TRINITY_DN2433_c0_g1_i5:1712-2236  -            175 378768at33208        -            261   0.00057   18.6   0.0   1   1   5.3e-06   0.00067   18.3   0.0     4   102     5    98     2   137 0.69 -
TRINITY_DN2433_c0_g1_i7:1723-2247  -            175 378768at33208        -            261   0.00057   18.6   0.0   1   1   5.3e-06   0.00067   18.3   0.0     4   102     5    98     2   137 0.69 -
TRINITY_DN2433_c0_g1_i8:1709-2233  -            175 378768at33208        -            261   0.00057   18.6   0.0   1   1   5.3e-06   0.00067   18.3   0.0     4   102     5    98     2   137 0.69 -
TRINITY_DN1743_c0_g1_i2:546-1049   -            168 378768at33208        -            261   0.00064   18.4   0.1   1   1   6.4e-06   0.00082   18.1   0.1     3   116     3   109     1   129 0.70 -
TRINITY_DN1743_c0_g1_i1:708-1085   -            126 378768at33208        -            261    0.0011   17.7   0.0   1   1     1e-05    0.0013   17.4   0.0     4    93    16   101    13   125 0.76 -
TRINITY_DN898_c0_g1_i6:1605-1997   -            131 378768at33208        -            261    0.0013   17.4   0.1   1   1   1.3e-05    0.0016   17.1   0.1     4    99    16   106    14   124 0.82 -
TRINITY_DN898_c0_g1_i1:1460-1981   -            174 378768at33208        -            261     0.002   16.8   0.1   1   1     2e-05    0.0025   16.5   0.1     4   101    11   103     9   142 0.81 -
TRINITY_DN21182_c0_g1_i1:9-449     -            147 378768at33208        -            261    0.0021   16.7   0.2   1   2   0.00069     0.088   11.4   0.0     4    64    38    98    35   106 0.74 -
TRINITY_DN21182_c0_g1_i1:9-449     -            147 378768at33208        -            261    0.0021   16.7   0.2   2   2      0.15        19    3.7   0.0   179   216   106   142    99   145 0.81 -
TRINITY_DN21182_c0_g1_i2:9-449     -            147 378768at33208        -            261    0.0021   16.7   0.2   1   2   0.00069     0.088   11.4   0.0     4    64    38    98    35   106 0.74 -
TRINITY_DN21182_c0_g1_i2:9-449     -            147 378768at33208        -            261    0.0021   16.7   0.2   2   2      0.15        19    3.7   0.0   179   216   106   142    99   145 0.81 -
TRINITY_DN4972_c0_g1_i12:68-586    -            173 378768at33208        -            261    0.0022   16.7   0.1   1   1   2.1e-05    0.0026   16.4   0.1     4   120     5   117     2   141 0.74 -
TRINITY_DN4972_c0_g1_i23:68-586    -            173 378768at33208        -            261    0.0022   16.7   0.1   1   1   2.1e-05    0.0026   16.4   0.1     4   120     5   117     2   141 0.74 -
TRINITY_DN4641_c2_g1_i1:114-668    -            185 378768at33208        -            261     0.003   16.2   0.0   1   1   2.7e-05    0.0034   16.0   0.0     6   121    24   127    19   171 0.73 -
TRINITY_DN4641_c2_g1_i2:114-668    -            185 378768at33208        -            261     0.003   16.2   0.0   1   1   2.7e-05    0.0034   16.0   0.0     6   121    24   127    19   171 0.73 -
TRINITY_DN4641_c2_g1_i4:114-668    -            185 378768at33208        -            261     0.003   16.2   0.0   1   1   2.7e-05    0.0034   16.0   0.0     6   121    24   127    19   171 0.73 -
TRINITY_DN1156_c0_g2_i1:74-649     -            192 378768at33208        -            261    0.0031   16.2   0.1   1   1   2.7e-05    0.0035   16.0   0.1     4    90    11    92     8   168 0.73 -
TRINITY_DN13253_c0_g1_i1:35-439    -            135 378768at33208        -            261    0.0033   16.1   0.1   1   1   3.3e-05    0.0042   15.7   0.1     4    93    24   109    21   134 0.83 -
TRINITY_DN46431_c0_g1_i1:849-1385  -            179 378768at33208        -            261    0.0038   15.9   0.1   1   1   3.8e-05    0.0049   15.5   0.1     3    93    18    98    16   131 0.76 -
TRINITY_DN18235_c0_g2_i1:142-678   -            179 378768at33208        -            261    0.0043   15.7   0.0   1   1     4e-05    0.0051   15.5   0.0     4   110     6   107     3   137 0.78 -
TRINITY_DN18235_c0_g2_i3:142-678   -            179 378768at33208        -            261    0.0043   15.7   0.0   1   1     4e-05    0.0051   15.5   0.0     4   110     6   107     3   137 0.78 -
TRINITY_DN10858_c0_g1_i1:308-700   -            131 378768at33208        -            261    0.0077   14.9   0.1   1   1   6.4e-05    0.0082   14.8   0.1     4    91    22   104    19   130 0.73 -
TRINITY_DN10858_c0_g1_i2:45-437    -            131 378768at33208        -            261    0.0077   14.9   0.1   1   1   6.4e-05    0.0082   14.8   0.1     4    91    22   104    19   130 0.73 -
TRINITY_DN861_c0_g1_i21:639-2906   -            756 378768at33208        -            261    0.0082   14.8   0.0   1   1   0.00011     0.014   14.0   0.0     3    95    96   193    94   224 0.73 -
TRINITY_DN861_c0_g1_i25:850-3117   -            756 378768at33208        -            261    0.0082   14.8   0.0   1   1   0.00011     0.014   14.0   0.0     3    95    96   193    94   224 0.73 -
TRINITY_DN861_c0_g1_i42:789-3056   -            756 378768at33208        -            261    0.0082   14.8   0.0   1   1   0.00011     0.014   14.0   0.0     3    95    96   193    94   224 0.73 -
TRINITY_DN861_c0_g1_i71:796-3063   -            756 378768at33208        -            261    0.0082   14.8   0.0   1   1   0.00011     0.014   14.0   0.0     3    95    96   193    94   224 0.73 -
TRINITY_DN861_c0_g1_i101:847-3114  -            756 378768at33208        -            261    0.0082   14.8   0.0   1   1   0.00011     0.014   14.0   0.0     3    95    96   193    94   224 0.73 -
TRINITY_DN861_c0_g1_i40:786-3053   -            756 378768at33208        -            261    0.0082   14.8   0.0   1   1   0.00011     0.014   14.0   0.0     3    95    96   193    94   224 0.73 -
TRINITY_DN861_c0_g1_i52:636-2903   -            756 378768at33208        -            261    0.0082   14.8   0.0   1   1   0.00011     0.014   14.0   0.0     3    95    96   193    94   224 0.73 -
