#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN4049_c0_g1_i5:71-1420 -            450 404988at33208        -            294   2.5e-83  278.8  54.8   1   4   4.7e-41   5.4e-38  130.0   9.9     2   135    20   182    19   189 0.79 -
TRINITY_DN4049_c0_g1_i5:71-1420 -            450 404988at33208        -            294   2.5e-83  278.8  54.8   2   4   3.5e-19     4e-16   58.2   3.0   134   186   228   280   213   287 0.91 -
TRINITY_DN4049_c0_g1_i5:71-1420 -            450 404988at33208        -            294   2.5e-83  278.8  54.8   3   4   1.6e-17   1.9e-14   52.8  11.1   175   249   288   369   282   372 0.81 -
TRINITY_DN4049_c0_g1_i5:71-1420 -            450 404988at33208        -            294   2.5e-83  278.8  54.8   4   4   2.7e-18   3.1e-15   55.3   8.2   231   294   370   438   363   438 0.89 -
TRINITY_DN4049_c0_g1_i7:71-1420 -            450 404988at33208        -            294   2.5e-83  278.8  54.8   1   4   4.7e-41   5.4e-38  130.0   9.9     2   135    20   182    19   189 0.79 -
TRINITY_DN4049_c0_g1_i7:71-1420 -            450 404988at33208        -            294   2.5e-83  278.8  54.8   2   4   3.5e-19     4e-16   58.2   3.0   134   186   228   280   213   287 0.91 -
TRINITY_DN4049_c0_g1_i7:71-1420 -            450 404988at33208        -            294   2.5e-83  278.8  54.8   3   4   1.6e-17   1.9e-14   52.8  11.1   175   249   288   369   282   372 0.81 -
TRINITY_DN4049_c0_g1_i7:71-1420 -            450 404988at33208        -            294   2.5e-83  278.8  54.8   4   4   2.7e-18   3.1e-15   55.3   8.2   231   294   370   438   363   438 0.89 -
TRINITY_DN4049_c0_g1_i8:71-1420 -            450 404988at33208        -            294   2.5e-83  278.8  54.8   1   4   4.7e-41   5.4e-38  130.0   9.9     2   135    20   182    19   189 0.79 -
TRINITY_DN4049_c0_g1_i8:71-1420 -            450 404988at33208        -            294   2.5e-83  278.8  54.8   2   4   3.5e-19     4e-16   58.2   3.0   134   186   228   280   213   287 0.91 -
