#                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN45_c0_g1_i1:57-956   -            300 578684at33208        -            211   1.4e-53  180.6  17.9   1   1   8.4e-54   1.1e-50  171.2  17.9     1   207     7   258     7   262 0.79 -
TRINITY_DN678_c0_g1_i10:16-741 -            242 578684at33208        -            211   7.4e-14   50.8   1.4   1   2      0.94   1.2e+03   -2.2   0.3   175   192    54    71    45   104 0.57 -
TRINITY_DN678_c0_g1_i10:16-741 -            242 578684at33208        -            211   7.4e-14   50.8   1.4   2   2   5.7e-17   7.4e-14   50.8   1.4     1   103   122   228   122   238 0.85 -
TRINITY_DN678_c0_g1_i4:3-1142  -            380 578684at33208        -            211   1.2e-12   46.9   4.6   1   4       2.4   3.2e+03   -3.5   0.1   175   192    27    44    20    62 0.51 -
TRINITY_DN678_c0_g1_i4:3-1142  -            380 578684at33208        -            211   1.2e-12   46.9   4.6   2   4   8.9e-16   1.2e-12   46.9   4.6     1   105    95   203    95   242 0.84 -
TRINITY_DN678_c0_g1_i4:3-1142  -            380 578684at33208        -            211   1.2e-12   46.9   4.6   3   4      0.37   4.9e+02   -0.9   0.2   171   200   220   249   207   261 0.76 -
TRINITY_DN678_c0_g1_i4:3-1142  -            380 578684at33208        -            211   1.2e-12   46.9   4.6   4   4       1.3   1.7e+03   -2.7   2.7   136   167   276   307   255   353 0.62 -
TRINITY_DN678_c0_g1_i3:0-860   -            287 578684at33208        -            211   2.2e-11   42.7  10.7   1   2   1.7e-14   2.2e-11   42.7  10.7     1   109     2   114     2   201 0.76 -
TRINITY_DN678_c0_g1_i3:0-860   -            287 578684at33208        -            211   2.2e-11   42.7  10.7   2   2       1.4   1.9e+03   -2.8   3.3   136   167   183   214   170   262 0.59 -
TRINITY_DN678_c0_g1_i1:96-1586 -            497 578684at33208        -            211     3e-11   42.3  10.4   1   2   2.3e-14     3e-11   42.3  10.4     1   140   212   358   212   424 0.70 -
TRINITY_DN678_c0_g1_i1:96-1586 -            497 578684at33208        -            211     3e-11   42.3  10.4   2   2       2.8   3.7e+03   -3.7   3.1   135   165   392   422   353   456 0.66 -
TRINITY_DN678_c0_g1_i9:96-1586 -            497 578684at33208        -            211   3.2e-11   42.2   9.9   1   2   2.4e-14   3.2e-11   42.2   9.9     1   130   212   348   212   417 0.72 -
TRINITY_DN678_c0_g1_i9:96-1586 -            497 578684at33208        -            211   3.2e-11   42.2   9.9   2   2      0.68   8.9e+02   -1.7   0.9   136   167   393   424   381   465 0.59 -
TRINITY_DN678_c0_g1_i6:96-1586 -            497 578684at33208        -            211   4.6e-11   41.7  10.2   1   2   3.5e-14   4.6e-11   41.7  10.2     1   111   212   326   212   418 0.72 -
TRINITY_DN678_c0_g1_i6:96-1586 -            497 578684at33208        -            211   4.6e-11   41.7  10.2   2   2       1.3   1.6e+03   -2.6   2.0   136   167   393   424   379   471 0.60 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/578684at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/initial_run_results/578684at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/578684at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 09:04:12 2021
# [ok]
