#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN8806_c0_g1_i1:139-1035    -            299 534757at33208        -            208   1.1e-53  181.3   5.5   1   3   6.4e-36   4.9e-33  113.9   0.1     3   116     1   120     1   128 0.83 -
TRINITY_DN8806_c0_g1_i1:139-1035    -            299 534757at33208        -            208   1.1e-53  181.3   5.5   2   3   3.5e-05     0.027   13.5   0.1   105   136   135   166   132   187 0.88 -
TRINITY_DN8806_c0_g1_i1:139-1035    -            299 534757at33208        -            208   1.1e-53  181.3   5.5   3   3   7.4e-18   5.7e-15   54.9   0.8   133   200   192   258   169   266 0.81 -
TRINITY_DN29286_c0_g1_i2:0-2510     -            837 534757at33208        -            208   6.8e-05   22.0   0.4   1   2      0.28   2.2e+02    0.7   0.0    43    64   401   422   382   474 0.84 -
TRINITY_DN29286_c0_g1_i2:0-2510     -            837 534757at33208        -            208   6.8e-05   22.0   0.4   2   2   8.1e-07   0.00062   18.8   0.2   134   198   535   608   504   617 0.77 -
TRINITY_DN1850_c0_g1_i10:8-2035     -            676 534757at33208        -            208   0.00019   20.5   0.2   1   2   2.6e-05      0.02   13.9   0.0    31    73    25    67    14   149 0.71 -
TRINITY_DN1850_c0_g1_i10:8-2035     -            676 534757at33208        -            208   0.00019   20.5   0.2   2   2     0.024        18    4.3   0.0   149   201   191   244   177   250 0.81 -
TRINITY_DN1850_c0_g1_i16:8-2035     -            676 534757at33208        -            208   0.00019   20.5   0.2   1   2   2.6e-05      0.02   13.9   0.0    31    73    25    67    14   149 0.71 -
TRINITY_DN1850_c0_g1_i16:8-2035     -            676 534757at33208        -            208   0.00019   20.5   0.2   2   2     0.024        18    4.3   0.0   149   201   191   244   177   250 0.81 -
TRINITY_DN1850_c0_g1_i17:8-2035     -            676 534757at33208        -            208   0.00019   20.5   0.2   1   2   2.6e-05      0.02   13.9   0.0    31    73    25    67    14   149 0.71 -
