#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN3753_c0_g1_i5:369-1607    -            413 449139at33208        -            321  2.2e-136  453.3   2.2   1   1  1.7e-137  3.2e-136  452.8   2.2     4   321    54   411    51   411 0.87 -
TRINITY_DN3753_c0_g1_i6:3-1241      -            413 449139at33208        -            321  2.2e-136  453.3   2.2   1   1  1.7e-137  3.2e-136  452.8   2.2     4   321    54   411    51   411 0.87 -
TRINITY_DN3753_c0_g1_i8:369-1607    -            413 449139at33208        -            321  2.2e-136  453.3   2.2   1   1  1.7e-137  3.2e-136  452.8   2.2     4   321    54   411    51   411 0.87 -
TRINITY_DN3753_c0_g1_i7:381-866     -            162 449139at33208        -            321   2.3e-59  200.2   2.1   1   1   1.4e-60   2.8e-59  200.0   2.1   181   321    11   162     3   162 0.87 -
TRINITY_DN3753_c0_g1_i3:380-880     -            167 449139at33208        -            321   2.5e-59  200.1   2.2   1   1   1.6e-60     3e-59  199.8   2.2   180   321    15   167     6   167 0.87 -
TRINITY_DN12417_c0_g1_i4:2010-3593  -            528 449139at33208        -            321   5.8e-31  106.9  11.8   1   5   1.5e-13   2.9e-12   45.4   0.3    67   172     8   109     1   113 0.89 -
TRINITY_DN12417_c0_g1_i4:2010-3593  -            528 449139at33208        -            321   5.8e-31  106.9  11.8   2   5     0.016      0.31    9.2   0.0   137   173   116   152   110   164 0.73 -
TRINITY_DN12417_c0_g1_i4:2010-3593  -            528 449139at33208        -            321   5.8e-31  106.9  11.8   3   5   8.2e-07   1.6e-05   23.3   0.2    78   178   184   279   155   298 0.76 -
TRINITY_DN12417_c0_g1_i4:2010-3593  -            528 449139at33208        -            321   5.8e-31  106.9  11.8   4   5   2.6e-08   5.1e-07   28.2   0.2    10   173   326   485   318   489 0.84 -
TRINITY_DN12417_c0_g1_i4:2010-3593  -            528 449139at33208        -            321   5.8e-31  106.9  11.8   5   5      0.33       6.4    4.9   0.0   289   320   494   525   485   526 0.84 -
