#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN672_c0_g1_i1:690-2705 -            672 364694at33208        -            457  8.2e-208  689.9  17.0   1   3   4.9e-39   7.5e-36  123.0   5.9     1   132     1   146     1   179 0.69 -
TRINITY_DN672_c0_g1_i1:690-2705 -            672 364694at33208        -            457  8.2e-208  689.9  17.0   2   3      0.98   1.5e+03   -3.3   0.1   116   140   243   267   233   272 0.78 -
TRINITY_DN672_c0_g1_i1:690-2705 -            672 364694at33208        -            457  8.2e-208  689.9  17.0   3   3  8.3e-176  1.3e-172  573.9   0.5   149   456   354   672   323   672 0.96 -
TRINITY_DN672_c0_g1_i3:690-2705 -            672 364694at33208        -            457  8.2e-208  689.9  17.0   1   3   4.9e-39   7.5e-36  123.0   5.9     1   132     1   146     1   179 0.69 -
TRINITY_DN672_c0_g1_i3:690-2705 -            672 364694at33208        -            457  8.2e-208  689.9  17.0   2   3      0.98   1.5e+03   -3.3   0.1   116   140   243   267   233   272 0.78 -
TRINITY_DN672_c0_g1_i3:690-2705 -            672 364694at33208        -            457  8.2e-208  689.9  17.0   3   3  8.3e-176  1.3e-172  573.9   0.5   149   456   354   672   323   672 0.96 -
TRINITY_DN672_c0_g1_i4:690-2705 -            672 364694at33208        -            457  8.2e-208  689.9  17.0   1   3   4.9e-39   7.5e-36  123.0   5.9     1   132     1   146     1   179 0.69 -
TRINITY_DN672_c0_g1_i4:690-2705 -            672 364694at33208        -            457  8.2e-208  689.9  17.0   2   3      0.98   1.5e+03   -3.3   0.1   116   140   243   267   233   272 0.78 -
TRINITY_DN672_c0_g1_i4:690-2705 -            672 364694at33208        -            457  8.2e-208  689.9  17.0   3   3  8.3e-176  1.3e-172  573.9   0.5   149   456   354   672   323   672 0.96 -
TRINITY_DN672_c0_g1_i5:690-2705 -            672 364694at33208        -            457  8.2e-208  689.9  17.0   1   3   4.9e-39   7.5e-36  123.0   5.9     1   132     1   146     1   179 0.69 -
TRINITY_DN672_c0_g1_i5:690-2705 -            672 364694at33208        -            457  8.2e-208  689.9  17.0   2   3      0.98   1.5e+03   -3.3   0.1   116   140   243   267   233   272 0.78 -
TRINITY_DN672_c0_g1_i5:690-2705 -            672 364694at33208        -            457  8.2e-208  689.9  17.0   3   3  8.3e-176  1.3e-172  573.9   0.5   149   456   354   672   323   672 0.96 -
TRINITY_DN287_c1_g1_i1:78-1592  -            505 364694at33208        -            457   2.1e-21   75.4   1.9   1   2   5.5e-24   8.4e-21   73.4   0.7   153   455    12   294     6   296 0.82 -
TRINITY_DN287_c1_g1_i1:78-1592  -            505 364694at33208        -            457   2.1e-21   75.4   1.9   2   2     0.091   1.4e+02    0.1   0.0   370   402   439   471   413   476 0.74 -
TRINITY_DN23788_c2_g1_i1:8-475  -            156 364694at33208        -            457   1.3e-10   39.8   0.0   1   1   1.1e-13   1.8e-10   39.4   0.0   335   456     4   117     2   118 0.89 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/364694at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/initial_run_results/364694at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/364694at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 09:02:22 2021
# [ok]
