#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN5989_c0_g1_i12:64-771    -            236 557292at33208        -            191   9.3e-63  210.3   0.0   1   1   1.4e-65   1.2e-62  210.0   0.0     6   190    31   235    27   236 0.88 -
TRINITY_DN5989_c0_g1_i15:64-771    -            236 557292at33208        -            191   9.3e-63  210.3   0.0   1   1   1.4e-65   1.2e-62  210.0   0.0     6   190    31   235    27   236 0.88 -
TRINITY_DN5989_c0_g1_i16:54-761    -            236 557292at33208        -            191   9.3e-63  210.3   0.0   1   1   1.4e-65   1.2e-62  210.0   0.0     6   190    31   235    27   236 0.88 -
TRINITY_DN5989_c0_g1_i5:64-771     -            236 557292at33208        -            191   9.3e-63  210.3   0.0   1   1   1.4e-65   1.2e-62  210.0   0.0     6   190    31   235    27   236 0.88 -
TRINITY_DN5989_c0_g1_i7:18-725     -            236 557292at33208        -            191   9.3e-63  210.3   0.0   1   1   1.4e-65   1.2e-62  210.0   0.0     6   190    31   235    27   236 0.88 -
TRINITY_DN68055_c0_g1_i1:2-538     -            179 557292at33208        -            191   1.7e-18   65.9   0.0   1   1   2.7e-21   2.3e-18   65.5   0.0     5   138    33   179    29   179 0.74 -
TRINITY_DN7367_c0_g1_i12:1713-2273 -            187 557292at33208        -            191   0.00014   20.6   0.0   1   1   1.2e-06   0.00098   17.8   0.0    33   118    35   126     1   186 0.57 -
TRINITY_DN7367_c0_g1_i13:1698-2258 -            187 557292at33208        -            191   0.00014   20.6   0.0   1   1   1.2e-06   0.00098   17.8   0.0    33   118    35   126     1   186 0.57 -
TRINITY_DN7367_c0_g1_i18:1929-2489 -            187 557292at33208        -            191   0.00014   20.6   0.0   1   1   1.2e-06   0.00098   17.8   0.0    33   118    35   126     1   186 0.57 -
TRINITY_DN7367_c0_g1_i1:1732-2292  -            187 557292at33208        -            191   0.00014   20.6   0.0   1   1   1.2e-06   0.00098   17.8   0.0    33   118    35   126     1   186 0.57 -
TRINITY_DN7367_c0_g1_i3:1902-2462  -            187 557292at33208        -            191   0.00014   20.6   0.0   1   1   1.2e-06   0.00098   17.8   0.0    33   118    35   126     1   186 0.57 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/557292at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/initial_run_results/557292at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/557292at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 09:04:06 2021
# [ok]
