#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN1179_c0_g1_i7:76-1941 -            622 490961at33208        -            287     1e-19   70.0   0.0   1   2   9.5e-06     0.015   13.7   0.0    15    71    35   214    31   224 0.82 -
TRINITY_DN1179_c0_g1_i7:76-1941 -            622 490961at33208        -            287     1e-19   70.0   0.0   2   2   6.7e-18     1e-14   53.6   0.0    94   283   403   597   365   600 0.83 -
TRINITY_DN1179_c0_g1_i4:76-2109 -            678 490961at33208        -            287   1.4e-19   69.5   0.0   1   2   1.1e-05     0.017   13.4   0.0    15    71    91   270    87   280 0.81 -
TRINITY_DN1179_c0_g1_i4:76-2109 -            678 490961at33208        -            287   1.4e-19   69.5   0.0   2   2     8e-18   1.2e-14   53.3   0.0    94   283   459   653   424   656 0.83 -
TRINITY_DN1179_c0_g1_i1:76-2109 -            678 490961at33208        -            287   1.4e-19   69.5   0.0   1   2   1.1e-05     0.017   13.4   0.0    15    71    91   270    87   280 0.81 -
TRINITY_DN1179_c0_g1_i1:76-2109 -            678 490961at33208        -            287   1.4e-19   69.5   0.0   2   2     8e-18   1.2e-14   53.3   0.0    94   283   459   653   424   656 0.83 -
TRINITY_DN1179_c0_g1_i8:76-2109 -            678 490961at33208        -            287   1.4e-19   69.5   0.0   1   2   1.1e-05     0.017   13.4   0.0    15    71    91   270    87   280 0.81 -
TRINITY_DN1179_c0_g1_i8:76-2109 -            678 490961at33208        -            287   1.4e-19   69.5   0.0   2   2     8e-18   1.2e-14   53.3   0.0    94   283   459   653   424   656 0.83 -
TRINITY_DN174503_c0_g1_i1:2-466 -            155 490961at33208        -            287   2.4e-11   42.5   0.0   1   1   1.8e-14   2.8e-11   42.3   0.0   141   275    12   153     3   155 0.86 -
TRINITY_DN70_c0_g1_i4:308-1699  -            464 490961at33208        -            287   0.00018   19.9   0.0   1   1   1.9e-07   0.00029   19.2   0.0   207   265   397   461   387   463 0.76 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/490961at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/initial_run_results/490961at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/490961at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 09:03:41 2021
# [ok]
