#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN835_c0_g2_i1:1004-1231  -             76 629763at33208        -             63   2.4e-34  116.0   2.3   1   1   2.5e-35   9.1e-33  111.0   2.3     1    63     1    76     1    76 0.89 -
TRINITY_DN835_c0_g2_i2:414-641    -             76 629763at33208        -             63   2.4e-34  116.0   2.3   1   1   2.5e-35   9.1e-33  111.0   2.3     1    63     1    76     1    76 0.89 -
TRINITY_DN835_c0_g2_i4:255-482    -             76 629763at33208        -             63   2.4e-34  116.0   2.3   1   1   2.5e-35   9.1e-33  111.0   2.3     1    63     1    76     1    76 0.89 -
TRINITY_DN5737_c0_g1_i1:76-381    -            102 629763at33208        -             63   4.3e-13   48.0   0.3   1   2   4.1e-14   1.5e-11   43.0   0.0     4    45    10    53     7    57 0.85 -
TRINITY_DN5737_c0_g1_i1:76-381    -            102 629763at33208        -             63   4.3e-13   48.0   0.3   2   2      0.11        40    3.2   0.0    44    57    71    84    65    90 0.86 -
TRINITY_DN5737_c0_g1_i2:76-381    -            102 629763at33208        -             63   4.3e-13   48.0   0.3   1   2   4.1e-14   1.5e-11   43.0   0.0     4    45    10    53     7    57 0.85 -
TRINITY_DN5737_c0_g1_i2:76-381    -            102 629763at33208        -             63   4.3e-13   48.0   0.3   2   2      0.11        40    3.2   0.0    44    57    71    84    65    90 0.86 -
TRINITY_DN5737_c0_g1_i3:76-381    -            102 629763at33208        -             63   4.3e-13   48.0   0.3   1   2   4.1e-14   1.5e-11   43.0   0.0     4    45    10    53     7    57 0.85 -
TRINITY_DN5737_c0_g1_i3:76-381    -            102 629763at33208        -             63   4.3e-13   48.0   0.3   2   2      0.11        40    3.2   0.0    44    57    71    84    65    90 0.86 -
TRINITY_DN4587_c0_g1_i1:100-387   -             96 629763at33208        -             63   3.6e-06   25.8   0.3   1   2   1.4e-07   5.2e-05   22.1   0.0    22    48    20    46    12    57 0.87 -
