#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN670_c0_g1_i2:408-1370  -            321 319574at33208        -            253   9.5e-82  273.0   0.0   1   1   2.1e-84     2e-81  272.0   0.0     3   240     1   280     1   292 0.85 -
TRINITY_DN670_c0_g1_i6:372-1367  -            332 319574at33208        -            253     2e-81  271.9   0.0   1   1   4.4e-84   4.1e-81  270.9   0.0     4   240     1   279     1   291 0.85 -
TRINITY_DN670_c0_g1_i3:19-1104   -            362 319574at33208        -            253   2.7e-81  271.5   0.0   1   1     6e-84   5.5e-81  270.5   0.0     4   240     1   279     1   291 0.85 -
TRINITY_DN670_c0_g1_i1:288-1373  -            362 319574at33208        -            253   2.7e-81  271.5   0.0   1   1     6e-84   5.5e-81  270.5   0.0     4   240     1   279     1   291 0.85 -
TRINITY_DN670_c0_g1_i4:288-1373  -            362 319574at33208        -            253   2.7e-81  271.5   0.0   1   1     6e-84   5.5e-81  270.5   0.0     4   240     1   279     1   291 0.85 -
TRINITY_DN670_c0_g1_i5:288-1373  -            362 319574at33208        -            253   5.2e-81  270.6   0.0   1   1   1.1e-83     1e-80  269.6   0.0     4   240     1   279     1   291 0.85 -
TRINITY_DN6499_c0_g1_i8:537-2038 -            312 319574at33208        -            253   9.1e-34  115.8   0.0   1   1   1.2e-36   1.1e-33  115.5   0.0     2   190    42   236    41   305 0.82 -
TRINITY_DN6499_c0_g1_i1:615-1508 -            298 319574at33208        -            253     4e-32  110.4   0.0   1   2   1.2e-18   1.1e-15   56.6   0.0     2    74    22    98    21   107 0.88 -
TRINITY_DN6499_c0_g1_i1:615-1508 -            298 319574at33208        -            253     4e-32  110.4   0.0   2   2   2.4e-17   2.2e-14   52.3   0.0    63   189   118   247    95   272 0.80 -
TRINITY_DN6499_c0_g1_i6:615-1508 -            298 319574at33208        -            253     4e-32  110.4   0.0   1   2   1.2e-18   1.1e-15   56.6   0.0     2    74    22    98    21   107 0.88 -
TRINITY_DN6499_c0_g1_i6:615-1508 -            298 319574at33208        -            253     4e-32  110.4   0.0   2   2   2.4e-17   2.2e-14   52.3   0.0    63   189   118   247    95   272 0.80 -
TRINITY_DN6499_c0_g1_i7:615-1508 -            298 319574at33208        -            253     4e-32  110.4   0.0   1   2   1.2e-18   1.1e-15   56.6   0.0     2    74    22    98    21   107 0.88 -
TRINITY_DN6499_c0_g1_i7:615-1508 -            298 319574at33208        -            253     4e-32  110.4   0.0   2   2   2.4e-17   2.2e-14   52.3   0.0    63   189   118   247    95   272 0.80 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/319574at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/initial_run_results/319574at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/319574at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 09:01:55 2021
# [ok]
