#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN9328_c0_g1_i1:42-1229    -            396 397019at33208        -            323  5.3e-173  573.7   2.5   1   3  5.9e-173  2.7e-170  564.8   0.1     3   288     7   308     5   315 0.93 -
TRINITY_DN9328_c0_g1_i1:42-1229    -            396 397019at33208        -            323  5.3e-173  573.7   2.5   2   3   0.00092      0.42    8.9   0.1   286   306   325   345   311   361 0.77 -
TRINITY_DN9328_c0_g1_i1:42-1229    -            396 397019at33208        -            323  5.3e-173  573.7   2.5   3   3       5.4   2.5e+03   -3.5   0.0   308   322   381   395   377   396 0.80 -
TRINITY_DN1568_c0_g1_i10:86-1696   -            537 397019at33208        -            323   6.2e-19   67.5   0.6   1   2   1.9e-17   8.8e-15   53.8   0.0    49   204     4   154     1   157 0.85 -
TRINITY_DN1568_c0_g1_i10:86-1696   -            537 397019at33208        -            323   6.2e-19   67.5   0.6   2   2   9.7e-05     0.045   12.1   0.1   225   281   364   423   347   452 0.71 -
TRINITY_DN1568_c0_g1_i1:86-1696    -            537 397019at33208        -            323   6.2e-19   67.5   0.6   1   2   1.9e-17   8.8e-15   53.8   0.0    49   204     4   154     1   157 0.85 -
TRINITY_DN1568_c0_g1_i1:86-1696    -            537 397019at33208        -            323   6.2e-19   67.5   0.6   2   2   9.7e-05     0.045   12.1   0.1   225   281   364   423   347   452 0.71 -
TRINITY_DN14292_c0_g1_i1:416-865   -            150 397019at33208        -            323   1.7e-15   56.2   0.0   1   1   3.9e-18   1.8e-15   56.1   0.0    52   172     2   115     1   149 0.86 -
TRINITY_DN14292_c0_g1_i2:416-865   -            150 397019at33208        -            323   1.7e-15   56.2   0.0   1   1   3.9e-18   1.8e-15   56.1   0.0    52   172     2   115     1   149 0.86 -
TRINITY_DN14292_c0_g1_i6:416-865   -            150 397019at33208        -            323   1.7e-15   56.2   0.0   1   1   3.9e-18   1.8e-15   56.1   0.0    52   172     2   115     1   149 0.86 -
TRINITY_DN30066_c0_g1_i1:130-3069  -            980 397019at33208        -            323   6.1e-15   54.3   3.1   1   4   2.3e-06    0.0011   17.4   0.2    50   143     3    98     1   113 0.82 -
TRINITY_DN30066_c0_g1_i1:130-3069  -            980 397019at33208        -            323   6.1e-15   54.3   3.1   2   4      0.59   2.7e+02   -0.4   0.0   211   270   310   371   309   380 0.79 -
TRINITY_DN30066_c0_g1_i1:130-3069  -            980 397019at33208        -            323   6.1e-15   54.3   3.1   3   4   4.1e-12   1.9e-09   36.3   0.0    25   199   367   545   342   549 0.80 -
TRINITY_DN30066_c0_g1_i1:130-3069  -            980 397019at33208        -            323   6.1e-15   54.3   3.1   4   4       4.8   2.2e+03   -3.4   0.1   223   247   824   848   814   869 0.80 -
TRINITY_DN1312_c1_g1_i1:860-1657   -            266 397019at33208        -            323   2.8e-09   35.7   0.2   1   1   1.6e-11   7.4e-09   34.4   0.2    54   203     3   158     1   166 0.80 -
TRINITY_DN1312_c1_g1_i3:860-1657   -            266 397019at33208        -            323   2.8e-09   35.7   0.2   1   1   1.6e-11   7.4e-09   34.4   0.2    54   203     3   158     1   166 0.80 -
