#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN1428_c1_g1_i1:141-746    -            202 505248at33208        -            170   3.7e-71  237.4   1.0   1   1   1.1e-71   4.1e-70  234.0   1.0     1   170     1   191     1   191 0.91 -
TRINITY_DN1428_c1_g1_i2:141-746    -            202 505248at33208        -            170   3.7e-71  237.4   1.0   1   1   1.1e-71   4.1e-70  234.0   1.0     1   170     1   191     1   191 0.91 -
TRINITY_DN2872_c0_g1_i17:168-689   -            174 505248at33208        -            170     7e-31  106.3   0.2   1   1   1.9e-31   7.2e-30  103.0   0.2     8   169     1   172     1   173 0.82 -
TRINITY_DN2872_c0_g1_i18:168-689   -            174 505248at33208        -            170     7e-31  106.3   0.2   1   1   1.9e-31   7.2e-30  103.0   0.2     8   169     1   172     1   173 0.82 -
TRINITY_DN2872_c0_g1_i5:168-689    -            174 505248at33208        -            170     7e-31  106.3   0.2   1   1   1.9e-31   7.2e-30  103.0   0.2     8   169     1   172     1   173 0.82 -
TRINITY_DN46431_c0_g1_i1:849-1385  -            179 505248at33208        -            170   6.6e-30  103.1   1.0   1   1     2e-30   7.8e-29   99.6   1.0     4   169     4   179     1   179 0.81 -
TRINITY_DN943_c0_g1_i1:506-1030    -            175 505248at33208        -            170   1.8e-29  101.7   0.7   1   1   3.3e-30   1.3e-28   98.9   0.7     5   165     3   173     1   175 0.81 -
TRINITY_DN943_c0_g1_i3:506-1030    -            175 505248at33208        -            170   1.8e-29  101.7   0.7   1   1   3.3e-30   1.3e-28   98.9   0.7     5   165     3   173     1   175 0.81 -
TRINITY_DN4801_c0_g2_i2:931-1446   -            172 505248at33208        -            170   7.9e-29   99.6   0.2   1   1   1.2e-29   4.5e-28   97.1   0.2     7   165     1   169     1   172 0.80 -
TRINITY_DN4801_c0_g2_i4:943-1458   -            172 505248at33208        -            170   7.9e-29   99.6   0.2   1   1   1.2e-29   4.5e-28   97.1   0.2     7   165     1   169     1   172 0.80 -
TRINITY_DN4801_c0_g4_i3:319-834    -            172 505248at33208        -            170   7.9e-29   99.6   0.2   1   1   1.2e-29   4.5e-28   97.1   0.2     7   165     1   169     1   172 0.80 -
TRINITY_DN4801_c0_g4_i4:319-834    -            172 505248at33208        -            170   7.9e-29   99.6   0.2   1   1   1.2e-29   4.5e-28   97.1   0.2     7   165     1   169     1   172 0.80 -
TRINITY_DN8417_c0_g1_i10:74-580    -            169 505248at33208        -            170   1.2e-28   98.9   0.2   1   1     2e-29   7.6e-28   96.4   0.2     6   163     2   169     1   169 0.78 -
TRINITY_DN8417_c0_g1_i11:74-580    -            169 505248at33208        -            170   1.2e-28   98.9   0.2   1   1     2e-29   7.6e-28   96.4   0.2     6   163     2   169     1   169 0.78 -
TRINITY_DN8417_c0_g1_i13:74-580    -            169 505248at33208        -            170   1.2e-28   98.9   0.2   1   1     2e-29   7.6e-28   96.4   0.2     6   163     2   169     1   169 0.78 -
TRINITY_DN8417_c0_g1_i14:74-580    -            169 505248at33208        -            170   1.2e-28   98.9   0.2   1   1     2e-29   7.6e-28   96.4   0.2     6   163     2   169     1   169 0.78 -
TRINITY_DN8417_c0_g1_i1:74-580     -            169 505248at33208        -            170   1.2e-28   98.9   0.2   1   1     2e-29   7.6e-28   96.4   0.2     6   163     2   169     1   169 0.78 -
TRINITY_DN8417_c0_g1_i5:74-580     -            169 505248at33208        -            170   1.2e-28   98.9   0.2   1   1     2e-29   7.6e-28   96.4   0.2     6   163     2   169     1   169 0.78 -
TRINITY_DN8417_c0_g1_i9:74-580     -            169 505248at33208        -            170   1.2e-28   98.9   0.2   1   1     2e-29   7.6e-28   96.4   0.2     6   163     2   169     1   169 0.78 -
TRINITY_DN7509_c0_g1_i1:215-700    -            162 505248at33208        -            170   1.8e-28   98.4   1.4   1   1   1.7e-28   6.4e-27   93.4   1.4    18   167     2   161     1   162 0.79 -
TRINITY_DN1634_c0_g1_i11:1917-2393 -            159 505248at33208        -            170     2e-28   98.3   0.5   1   1   2.2e-29   8.4e-28   96.2   0.5    15   163     1   159     1   159 0.82 -
TRINITY_DN1634_c0_g1_i12:1918-2394 -            159 505248at33208        -            170     2e-28   98.3   0.5   1   1   2.2e-29   8.4e-28   96.2   0.5    15   163     1   159     1   159 0.82 -
TRINITY_DN1634_c0_g1_i13:432-908   -            159 505248at33208        -            170     2e-28   98.3   0.5   1   1   2.2e-29   8.4e-28   96.2   0.5    15   163     1   159     1   159 0.82 -
TRINITY_DN1634_c0_g1_i15:1930-2406 -            159 505248at33208        -            170     2e-28   98.3   0.5   1   1   2.2e-29   8.4e-28   96.2   0.5    15   163     1   159     1   159 0.82 -
