#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN2953_c0_g1_i2:95-1480  -            462 474302at33208        -            276   1.5e-67  226.8  25.2   1   3   3.4e-61   3.5e-58  196.1   6.9     1   199     4   254     4   258 0.80 -
TRINITY_DN2953_c0_g1_i2:95-1480  -            462 474302at33208        -            276   1.5e-67  226.8  25.2   2   3      0.38   3.9e+02   -0.9   0.0   199   216   306   328   300   343 0.68 -
TRINITY_DN2953_c0_g1_i2:95-1480  -            462 474302at33208        -            276   1.5e-67  226.8  25.2   3   3   1.6e-10   1.7e-07   29.8   7.6   214   269   361   423   343   439 0.78 -
TRINITY_DN2953_c0_g1_i3:95-1480  -            462 474302at33208        -            276   1.5e-67  226.8  25.2   1   3   3.4e-61   3.5e-58  196.1   6.9     1   199     4   254     4   258 0.80 -
TRINITY_DN2953_c0_g1_i3:95-1480  -            462 474302at33208        -            276   1.5e-67  226.8  25.2   2   3      0.38   3.9e+02   -0.9   0.0   199   216   306   328   300   343 0.68 -
TRINITY_DN2953_c0_g1_i3:95-1480  -            462 474302at33208        -            276   1.5e-67  226.8  25.2   3   3   1.6e-10   1.7e-07   29.8   7.6   214   269   361   423   343   439 0.78 -
TRINITY_DN2953_c0_g1_i1:95-1480  -            462 474302at33208        -            276   2.8e-67  225.9  25.3   1   3   6.6e-61   6.7e-58  195.1   7.0     1   199     4   254     4   258 0.80 -
TRINITY_DN2953_c0_g1_i1:95-1480  -            462 474302at33208        -            276   2.8e-67  225.9  25.3   2   3      0.38   3.9e+02   -0.9   0.0   199   216   306   328   300   343 0.68 -
TRINITY_DN2953_c0_g1_i1:95-1480  -            462 474302at33208        -            276   2.8e-67  225.9  25.3   3   3   1.6e-10   1.7e-07   29.8   7.6   214   269   361   423   343   439 0.78 -
TRINITY_DN2953_c0_g1_i6:95-1480  -            462 474302at33208        -            276   3.5e-67  225.6  25.7   1   3   3.4e-61   3.5e-58  196.1   6.9     1   199     4   254     4   258 0.80 -
TRINITY_DN2953_c0_g1_i6:95-1480  -            462 474302at33208        -            276   3.5e-67  225.6  25.7   2   3      0.38   3.8e+02   -0.9   0.0   199   216   306   328   300   344 0.69 -
TRINITY_DN2953_c0_g1_i6:95-1480  -            462 474302at33208        -            276   3.5e-67  225.6  25.7   3   3   3.7e-10   3.8e-07   28.7   8.0   207   269   354   423   343   439 0.79 -
TRINITY_DN7663_c0_g1_i2:122-1156 -            345 474302at33208        -            276   1.5e-10   39.8   0.2   1   2   1.1e-10   1.1e-07   30.4   0.0     3   190     2   201     1   209 0.62 -
TRINITY_DN7663_c0_g1_i2:122-1156 -            345 474302at33208        -            276   1.5e-10   39.8   0.2   2   2      0.12   1.3e+02    0.7   0.1   237   268   277   309   250   323 0.61 -
TRINITY_DN7663_c0_g1_i5:121-1155 -            345 474302at33208        -            276   1.5e-10   39.8   0.2   1   2   1.1e-10   1.1e-07   30.4   0.0     3   190     2   201     1   209 0.62 -
TRINITY_DN7663_c0_g1_i5:121-1155 -            345 474302at33208        -            276   1.5e-10   39.8   0.2   2   2      0.12   1.3e+02    0.7   0.1   237   268   277   309   250   323 0.61 -
TRINITY_DN2685_c0_g1_i1:155-2209 -            685 474302at33208        -            276   2.2e-09   36.0   5.6   1   2   9.4e-08   9.6e-05   20.8   0.4     3   106    22   150    21   161 0.69 -
TRINITY_DN2685_c0_g1_i1:155-2209 -            685 474302at33208        -            276   2.2e-09   36.0   5.6   2   2   1.2e-05     0.013   13.8   0.7   222   269   332   385   321   392 0.80 -
TRINITY_DN2685_c0_g1_i2:155-2209 -            685 474302at33208        -            276   2.2e-09   36.0   5.6   1   2   9.4e-08   9.6e-05   20.8   0.4     3   106    22   150    21   161 0.69 -
TRINITY_DN2685_c0_g1_i2:155-2209 -            685 474302at33208        -            276   2.2e-09   36.0   5.6   2   2   1.2e-05     0.013   13.8   0.7   222   269   332   385   321   392 0.80 -
TRINITY_DN2685_c0_g1_i5:155-2209 -            685 474302at33208        -            276   2.2e-09   36.0   5.6   1   2   9.4e-08   9.6e-05   20.8   0.4     3   106    22   150    21   161 0.69 -
TRINITY_DN2685_c0_g1_i5:155-2209 -            685 474302at33208        -            276   2.2e-09   36.0   5.6   2   2   1.2e-05     0.013   13.8   0.7   222   269   332   385   321   392 0.80 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/474302at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/initial_run_results/474302at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/474302at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 09:03:38 2021
# [ok]
