#                                                                                         --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                     accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#             ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN2484_c0_g1_i11:213-1571 -            453 403171at33208        -            295   1.7e-95  318.5  50.8   1   4   2.9e-29   8.9e-26   89.7   0.3     1    63     5    70     4    73 0.93 -
TRINITY_DN2484_c0_g1_i11:213-1571 -            453 403171at33208        -            295   1.7e-95  318.5  50.8   2   4   1.2e-23   3.8e-20   71.2   0.4    65   130   108   173   106   175 0.96 -
TRINITY_DN2484_c0_g1_i11:213-1571 -            453 403171at33208        -            295   1.7e-95  318.5  50.8   3   4   1.9e-25     6e-22   77.1   8.0   116   190   202   278   182   291 0.76 -
TRINITY_DN2484_c0_g1_i11:213-1571 -            453 403171at33208        -            295   1.7e-95  318.5  50.8   4   4   2.2e-29   6.8e-26   90.1  25.1   156   295   288   444   275   444 0.78 -
TRINITY_DN2484_c0_g1_i10:213-1571 -            453 403171at33208        -            295     2e-95  318.3  50.6   1   4   2.9e-29   8.9e-26   89.7   0.3     1    63     5    70     4    73 0.93 -
TRINITY_DN2484_c0_g1_i10:213-1571 -            453 403171at33208        -            295     2e-95  318.3  50.6   2   4   1.5e-23   4.7e-20   70.9   0.3    65   130   108   173   106   175 0.96 -
TRINITY_DN2484_c0_g1_i10:213-1571 -            453 403171at33208        -            295     2e-95  318.3  50.6   3   4   1.2e-25   3.6e-22   77.8   7.3   116   190   202   278   182   292 0.76 -
TRINITY_DN2484_c0_g1_i10:213-1571 -            453 403171at33208        -            295     2e-95  318.3  50.6   4   4   2.8e-29   8.5e-26   89.7  25.4   156   295   288   444   275   444 0.78 -
TRINITY_DN2484_c0_g1_i6:213-1571  -            453 403171at33208        -            295   3.2e-95  317.7  51.5   1   4   2.9e-29   8.9e-26   89.7   0.3     1    63     5    70     4    73 0.93 -
TRINITY_DN2484_c0_g1_i6:213-1571  -            453 403171at33208        -            295   3.2e-95  317.7  51.5   2   4   1.2e-23   3.8e-20   71.2   0.4    65   130   108   173   106   175 0.96 -
TRINITY_DN2484_c0_g1_i6:213-1571  -            453 403171at33208        -            295   3.2e-95  317.7  51.5   3   4   1.9e-25   5.7e-22   77.2   8.2   116   193   202   281   182   296 0.76 -
TRINITY_DN2484_c0_g1_i6:213-1571  -            453 403171at33208        -            295   3.2e-95  317.7  51.5   4   4   5.2e-29   1.6e-25   88.9  25.9   157   295   289   444   276   444 0.77 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/403171at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/initial_run_results/403171at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/403171at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 09:02:44 2021
# [ok]
