#                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN3981_c0_g1_i3:920-1573   -            218 590416at33208        -            181   1.6e-76  255.3  18.8   1   2   4.5e-79   5.1e-76  253.6  13.8     6   165    15   180    10   185 0.96 -
TRINITY_DN3981_c0_g1_i3:920-1573   -            218 590416at33208        -            181   1.6e-76  255.3  18.8   2   2     0.012        14    4.6   0.2   166   181   203   218   192   218 0.84 -
TRINITY_DN3981_c0_g1_i4:909-1562   -            218 590416at33208        -            181   1.6e-76  255.3  18.8   1   2   4.5e-79   5.1e-76  253.6  13.8     6   165    15   180    10   185 0.96 -
TRINITY_DN3981_c0_g1_i4:909-1562   -            218 590416at33208        -            181   1.6e-76  255.3  18.8   2   2     0.012        14    4.6   0.2   166   181   203   218   192   218 0.84 -
TRINITY_DN3981_c0_g1_i5:937-1590   -            218 590416at33208        -            181   1.6e-76  255.3  18.8   1   2   4.5e-79   5.1e-76  253.6  13.8     6   165    15   180    10   185 0.96 -
TRINITY_DN3981_c0_g1_i5:937-1590   -            218 590416at33208        -            181   1.6e-76  255.3  18.8   2   2     0.012        14    4.6   0.2   166   181   203   218   192   218 0.84 -
TRINITY_DN3981_c0_g1_i1:904-1557   -            218 590416at33208        -            181   1.6e-76  255.3  18.8   1   2   4.5e-79   5.1e-76  253.6  13.8     6   165    15   180    10   185 0.96 -
TRINITY_DN3981_c0_g1_i1:904-1557   -            218 590416at33208        -            181   1.6e-76  255.3  18.8   2   2     0.012        14    4.6   0.2   166   181   203   218   192   218 0.84 -
TRINITY_DN3981_c0_g1_i2:920-1573   -            218 590416at33208        -            181   1.6e-76  255.3  18.8   1   2   4.5e-79   5.1e-76  253.6  13.8     6   165    15   180    10   185 0.96 -
TRINITY_DN3981_c0_g1_i2:920-1573   -            218 590416at33208        -            181   1.6e-76  255.3  18.8   2   2     0.012        14    4.6   0.2   166   181   203   218   192   218 0.84 -
TRINITY_DN14058_c0_g1_i2:1688-2359 -            224 590416at33208        -            181   5.6e-22   77.5  19.2   1   2   1.8e-24   2.1e-21   75.7  17.7     9   164    20   181    12   191 0.89 -
TRINITY_DN14058_c0_g1_i2:1688-2359 -            224 590416at33208        -            181   5.6e-22   77.5  19.2   2   2      0.12   1.4e+02    1.3   0.0   165   180   207   222   202   223 0.87 -
TRINITY_DN14058_c0_g1_i3:1688-2359 -            224 590416at33208        -            181   5.6e-22   77.5  19.2   1   2   1.8e-24   2.1e-21   75.7  17.7     9   164    20   181    12   191 0.89 -
TRINITY_DN14058_c0_g1_i3:1688-2359 -            224 590416at33208        -            181   5.6e-22   77.5  19.2   2   2      0.12   1.4e+02    1.3   0.0   165   180   207   222   202   223 0.87 -
TRINITY_DN4426_c0_g1_i1:101-730    -            210 590416at33208        -            181   4.8e-20   71.2  13.3   1   1   5.8e-23   6.6e-20   70.8  13.3    11   169    19   183     9   191 0.87 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/590416at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/initial_run_results/590416at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/590416at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 09:04:18 2021
# [ok]
