#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN5682_c0_g1_i12:68-826 -            253 556189at33208        -            165     3e-49  165.8   2.8   1   3   1.7e-52     3e-49  165.8   2.8     1   152     1   167     1   181 0.91 -
TRINITY_DN5682_c0_g1_i12:68-826 -            253 556189at33208        -            165     3e-49  165.8   2.8   2   3   0.00096       1.8    7.2   1.6   148   165   194   211   177   211 0.82 -
TRINITY_DN5682_c0_g1_i12:68-826 -            253 556189at33208        -            165     3e-49  165.8   2.8   3   3       2.1   3.9e+03   -3.6   0.5   147   154   234   241   226   247 0.48 -
TRINITY_DN5682_c0_g1_i1:172-930 -            253 556189at33208        -            165     3e-49  165.8   2.8   1   3   1.7e-52     3e-49  165.8   2.8     1   152     1   167     1   181 0.91 -
TRINITY_DN5682_c0_g1_i1:172-930 -            253 556189at33208        -            165     3e-49  165.8   2.8   2   3   0.00096       1.8    7.2   1.6   148   165   194   211   177   211 0.82 -
TRINITY_DN5682_c0_g1_i1:172-930 -            253 556189at33208        -            165     3e-49  165.8   2.8   3   3       2.1   3.9e+03   -3.6   0.5   147   154   234   241   226   247 0.48 -
TRINITY_DN3146_c0_g1_i1:89-676  -            196 556189at33208        -            165   2.4e-18   65.4   0.3   1   2      0.48   8.9e+02   -1.6   0.3   140   155    21    36    14    45 0.56 -
TRINITY_DN3146_c0_g1_i1:89-676  -            196 556189at33208        -            165   2.4e-18   65.4   0.3   2   2   1.3e-21   2.4e-18   65.4   0.3    12   130    51   178    41   184 0.84 -
TRINITY_DN3146_c0_g1_i2:162-749 -            196 556189at33208        -            165   2.4e-18   65.4   0.3   1   2      0.48   8.9e+02   -1.6   0.3   140   155    21    36    14    45 0.56 -
TRINITY_DN3146_c0_g1_i2:162-749 -            196 556189at33208        -            165   2.4e-18   65.4   0.3   2   2   1.3e-21   2.4e-18   65.4   0.3    12   130    51   178    41   184 0.84 -
TRINITY_DN3146_c0_g1_i4:100-687 -            196 556189at33208        -            165   2.4e-18   65.4   0.3   1   2      0.48   8.9e+02   -1.6   0.3   140   155    21    36    14    45 0.56 -
TRINITY_DN3146_c0_g1_i4:100-687 -            196 556189at33208        -            165   2.4e-18   65.4   0.3   2   2   1.3e-21   2.4e-18   65.4   0.3    12   130    51   178    41   184 0.84 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/556189at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/initial_run_results/556189at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/556189at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 09:04:05 2021
# [ok]
