#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                    accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#            ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN16130_c1_g1_i3:72-1013 -            314 429274at33208        -            189   3.6e-68  227.9   8.1   1   2   6.1e-65   1.1e-61  206.7   1.5     1   165     1   197     1   202 0.85 -
TRINITY_DN16130_c1_g1_i3:72-1013 -            314 429274at33208        -            189   3.6e-68  227.9   8.1   2   2   7.6e-08   0.00014   20.5   0.7   143   189   260   313   219   313 0.75 -
TRINITY_DN16130_c1_g1_i2:72-434  -            121 429274at33208        -            189   7.9e-39  132.2   1.1   1   1   1.1e-41     2e-38  130.8   1.1     1    88     1    93     1   121 0.92 -
TRINITY_DN1036_c0_g1_i1:53-967   -            305 429274at33208        -            189   9.7e-06   24.3   1.0   1   2   3.2e-08     6e-05   21.7   0.5    31    80    41    89    32   121 0.88 -
TRINITY_DN1036_c0_g1_i1:53-967   -            305 429274at33208        -            189   9.7e-06   24.3   1.0   2   2       0.1   1.9e+02    0.5   0.0    88   122   219   253   198   277 0.78 -
TRINITY_DN6953_c0_g1_i1:355-1245 -            297 429274at33208        -            189     0.023   13.3   0.0   1   2     0.022        40    2.7   0.0   107   135    38    66    34    85 0.82 -
TRINITY_DN6953_c0_g1_i1:355-1245 -            297 429274at33208        -            189     0.023   13.3   0.0   2   2   0.00039      0.73    8.4   0.0    96   141   190   235   173   251 0.78 -
TRINITY_DN6953_c0_g1_i3:355-1245 -            297 429274at33208        -            189     0.023   13.3   0.0   1   2     0.022        40    2.7   0.0   107   135    38    66    34    85 0.82 -
TRINITY_DN6953_c0_g1_i3:355-1245 -            297 429274at33208        -            189     0.023   13.3   0.0   2   2   0.00039      0.73    8.4   0.0    96   141   190   235   173   251 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/429274at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/initial_run_results/429274at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/429274at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 09:02:57 2021
# [ok]
