#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN90394_c0_g1_i1:520-750    -             77 544849at33208        -            133   3.2e-21   75.0   2.2   1   1   5.8e-24   3.6e-21   74.9   2.2    73   133     3    67     1    67 0.92 -
TRINITY_DN90394_c0_g1_i3:518-748    -             77 544849at33208        -            133   3.2e-21   75.0   2.2   1   1   5.8e-24   3.6e-21   74.9   2.2    73   133     3    67     1    67 0.92 -
TRINITY_DN90394_c0_g1_i5:202-432    -             77 544849at33208        -            133   3.2e-21   75.0   2.2   1   1   5.8e-24   3.6e-21   74.9   2.2    73   133     3    67     1    67 0.92 -
TRINITY_DN11797_c0_g1_i12:1298-1528 -             77 544849at33208        -            133     3e-17   62.2   0.3   1   2   1.1e-11     7e-09   35.1   0.0     2    40     1    39     1    46 0.89 -
TRINITY_DN11797_c0_g1_i12:1298-1528 -             77 544849at33208        -            133     3e-17   62.2   0.3   2   2   7.4e-09   4.5e-06   26.0   0.1     4    34    47    77    43    77 0.95 -
TRINITY_DN11797_c0_g1_i1:1505-1735  -             77 544849at33208        -            133     3e-17   62.2   0.3   1   2   1.1e-11     7e-09   35.1   0.0     2    40     1    39     1    46 0.89 -
TRINITY_DN11797_c0_g1_i1:1505-1735  -             77 544849at33208        -            133     3e-17   62.2   0.3   2   2   7.4e-09   4.5e-06   26.0   0.1     4    34    47    77    43    77 0.95 -
TRINITY_DN11797_c0_g1_i8:1295-1525  -             77 544849at33208        -            133     3e-17   62.2   0.3   1   2   1.1e-11     7e-09   35.1   0.0     2    40     1    39     1    46 0.89 -
TRINITY_DN11797_c0_g1_i8:1295-1525  -             77 544849at33208        -            133     3e-17   62.2   0.3   2   2   7.4e-09   4.5e-06   26.0   0.1     4    34    47    77    43    77 0.95 -
TRINITY_DN3521_c0_g1_i1:1531-1803   -             91 544849at33208        -            133   1.2e-16   60.2   6.6   1   2   6.6e-11     4e-08   32.6   0.5     2    46     2    43     1    47 0.94 -
TRINITY_DN3521_c0_g1_i1:1531-1803   -             91 544849at33208        -            133   1.2e-16   60.2   6.6   2   2   4.2e-12   2.6e-09   36.5   1.0     4    49    36    82    35    91 0.77 -
TRINITY_DN3521_c0_g1_i2:3181-3453   -             91 544849at33208        -            133   1.2e-16   60.2   6.6   1   2   6.6e-11     4e-08   32.6   0.5     2    46     2    43     1    47 0.94 -
TRINITY_DN3521_c0_g1_i2:3181-3453   -             91 544849at33208        -            133   1.2e-16   60.2   6.6   2   2   4.2e-12   2.6e-09   36.5   1.0     4    49    36    82    35    91 0.77 -
TRINITY_DN25579_c0_g1_i1:512-757    -             82 544849at33208        -            133     2e-16   59.5   1.0   1   2   1.1e-12   6.6e-10   38.4   0.2     3    41     2    40     1    50 0.92 -
