#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN1485_c0_g1_i2:0-698   -            233 474144at33208        -            196   1.5e-66  222.7   9.3   1   2    0.0015       2.3    6.8   0.3     2    24    11    33    10    39 0.85 -
TRINITY_DN1485_c0_g1_i2:0-698   -            233 474144at33208        -            196   1.5e-66  222.7   9.3   2   2   9.9e-69   1.5e-65  219.5   3.9    14   194    41   233    34   233 0.88 -
TRINITY_DN1485_c0_g1_i3:0-698   -            233 474144at33208        -            196   1.5e-66  222.7   9.3   1   2    0.0015       2.3    6.8   0.3     2    24    11    33    10    39 0.85 -
TRINITY_DN1485_c0_g1_i3:0-698   -            233 474144at33208        -            196   1.5e-66  222.7   9.3   2   2   9.9e-69   1.5e-65  219.5   3.9    14   194    41   233    34   233 0.88 -
TRINITY_DN1485_c0_g1_i4:124-750 -            209 474144at33208        -            196     4e-64  214.8   9.4   1   2    0.0013         2    7.0   0.3     2    24    14    36    13    42 0.85 -
TRINITY_DN1485_c0_g1_i4:124-750 -            209 474144at33208        -            196     4e-64  214.8   9.4   2   2     3e-66   4.6e-63  211.4   4.0    14   172    44   208    38   209 0.90 -
TRINITY_DN117176_c0_g1_i1:9-716 -            236 474144at33208        -            196   1.1e-59  200.4   3.4   1   1   8.8e-63   1.3e-59  200.1   3.4    45   196    73   236    19   236 0.84 -
TRINITY_DN4_c1_g1_i1:2-427      -            142 474144at33208        -            196   3.2e-54  182.6   1.2   1   1   2.3e-57   3.5e-54  182.4   1.2    64   196     1   142     1   142 0.90 -
TRINITY_DN119983_c0_g1_i1:2-424 -            141 474144at33208        -            196    0.0065   15.1   0.1   1   1   8.6e-06     0.013   14.1   0.1    59    89     9    39     1    41 0.82 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/474144at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/initial_run_results/474144at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/474144at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 09:03:38 2021
# [ok]
