#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                   accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#           ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN4849_c0_g1_i1:160-642 -            161 586719at33208        -            130   7.3e-63  209.3  13.1   1   1   1.1e-65   1.2e-62  208.6  13.1     1   129     1   139     1   140 0.94 -
TRINITY_DN4849_c0_g1_i3:10-492  -            161 586719at33208        -            130   7.3e-63  209.3  13.1   1   1   1.1e-65   1.2e-62  208.6  13.1     1   129     1   139     1   140 0.94 -
TRINITY_DN4849_c0_g1_i4:10-492  -            161 586719at33208        -            130   7.3e-63  209.3  13.1   1   1   1.1e-65   1.2e-62  208.6  13.1     1   129     1   139     1   140 0.94 -
TRINITY_DN4849_c0_g1_i7:10-492  -            161 586719at33208        -            130   7.3e-63  209.3  13.1   1   1   1.1e-65   1.2e-62  208.6  13.1     1   129     1   139     1   140 0.94 -
TRINITY_DN4849_c0_g1_i6:160-633 -            158 586719at33208        -            130     8e-61  202.7  12.8   1   1   1.2e-63   1.3e-60  202.0  12.8     4   129     1   136     1   137 0.93 -
TRINITY_DN129679_c0_g1_i1:0-221 -             74 586719at33208        -            130   9.7e-41  137.8  14.3   1   1   9.2e-44   1.1e-40  137.6  14.3    23    96     1    74     1    74 0.99 -
TRINITY_DN46884_c0_g2_i1:68-541 -            158 586719at33208        -            130   3.8e-18   64.7  12.6   1   1   4.9e-21   5.6e-18   64.1  12.7     1   121     1   116     1   146 0.82 -
TRINITY_DN97380_c0_g1_i1:39-473 -            145 586719at33208        -            130   3.7e-12   45.3  12.1   1   1   5.2e-15     6e-12   44.6  12.1     3   126     2   129     1   136 0.76 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/586719at33208.hmm
# Target file:     /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas
# Option settings: hmmsearch --domtblout /busco_wd/BUSCO/run_metazoa_odb10/hmmer_output/initial_run_results/586719at33208.out --cpu 1 /busco_wd/busco_downloads/lineages/metazoa_odb10/hmms/586719at33208.hmm /busco_wd/BUSCO/run_metazoa_odb10/metaeuk_output/initial_results/Trinity.fasta.modified.fas 
# Current dir:     /busco_wd
# Date:            Tue Nov 23 09:04:17 2021
# [ok]
